utterance_id,emotion,speaker_gender,crop_side,start,end,path,vlm_analysis
Ses01F_script03_2_F028,ang,F,left,205.33,207.8,utterance_clips/Session1/Ses01F_script03_2/Ses01F_script03_2_F028.avi,"The woman begins with a neutral expression, her mouth corners slightly downturned, and her gaze directed off-screen to the right. Her head is tilted slightly to the left, and she remains relatively still, suggesting attentiveness. As she speaks, her facial expressions shift subtly; her mouth moves, and her eyebrows furrow slightly, indicating concentration or mild concern. She occasionally nods her head, emphasizing points in her speech. Her body language remains mostly static, with minimal movement beyond these subtle head nods. Later, her expression softens, and a slight smile appears, suggesting a transition from a serious demeanor to a more relaxed and positive state. This change is accompanied by a slight upward turn of her mouth corners. Throughout the video, her gaze remains consistently directed off-screen, and her posture stays relatively unchanged, reinforcing the impression of focused engagement in conversation. The overall emotional arc transitions from neutral to mildly concerned, then to a more relaxed and positive state."
Ses01F_script03_2_F029,ang,F,left,212.4025,215.4525,utterance_clips/Session1/Ses01F_script03_2/Ses01F_script03_2_F029.avi,"The woman begins with a neutral expression, her mouth corners slightly downturned, and her gaze directed off-screen to the right. Her head is tilted slightly to the right, and she remains relatively still, suggesting a passive engagement with something outside the frame. As the video progresses, her expression shifts subtly; her mouth corners turn upwards into a small smile, indicating a transition from neutrality to a more positive affect. This change is accompanied by a slight nodding motion of her head, reinforcing the impression of agreement or acknowledgment. Her body language remains relaxed throughout, with minimal movement beyond the subtle head nod. The combination of the upward-turning mouth corners, the nod, and the consistent gaze direction suggests a shift towards a more engaged and positive emotional state. The overall impression is that she is initially neutral but becomes more engaged and briefly happy as the video continues."
Ses01F_script03_2_F030,neu,F,left,227.0225,228.41,utterance_clips/Session1/Ses01F_script03_2/Ses01F_script03_2_F030.avi,"The woman begins with a neutral expression, her mouth corners slightly downturned, and her gaze directed towards the camera. Her head remains still, facing forward, and her body is relaxed, suggesting a calm demeanor. As she speaks, her facial expressions shift subtly; her mouth moves to form words, and her eyebrows remain relatively neutral. She occasionally nods her head for emphasis while talking. Later, her expression becomes more serious, with her mouth corners turning downwards more noticeably. Her gaze remains steady on the camera, indicating focus. Towards the end, her expression softens slightly, and a subtle smile appears, lifting the corners of her mouth upwards. This change suggests a transition from seriousness to a more positive emotion, possibly relief or satisfaction. Throughout the video, her body language remains relaxed, with minimal movement beyond the head nods and speech-related facial actions. The overall impression is of a woman engaged in a conversation, initially neutral, then serious, and finally showing a hint of positivity."
Ses01F_script03_2_F031,neu,F,left,229.4275,233.08,utterance_clips/Session1/Ses01F_script03_2/Ses01F_script03_2_F031.avi,"The woman begins with a neutral expression, her mouth corners slightly upturned, suggesting a relaxed demeanor. Her gaze is directed off-screen to the right, indicating engagement with something outside the frame. She remains relatively still, with minimal body movement, reinforcing a calm and composed presence. As she speaks, subtle head nods accompany her words, further emphasizing her engagement. Her eyebrows remain neutral, and her facial muscles show no significant tension, maintaining an overall sense of ease. Later, her expression shifts subtly towards a more serious tone, marked by a slight tightening around her mouth. This change coincides with a more focused gaze, directed straight ahead, suggesting increased concentration on her speech. Her head tilts slightly downwards during this period, adding to the impression of thoughtful consideration. Throughout the video, her body language remains consistent, with minimal movement, reflecting a steady and controlled delivery. The combination of her focused gaze, slight mouth tightening, and head tilt suggests a transition from a neutral to a more serious emotional state, driven by the content of her speech."
Ses01F_script03_2_F032,neu,F,left,235.24,237.8068,utterance_clips/Session1/Ses01F_script03_2/Ses01F_script03_2_F032.avi,"The woman begins with a neutral expression, her mouth corners slightly upturned, suggesting a relaxed demeanor. Her head is tilted slightly to the right, and she gazes off-screen, indicating engagement with something outside the frame. She remains relatively still, with minimal body movement, reinforcing a calm and composed state. As the video progresses, her expression becomes more serious, marked by a slight furrowing of her brow and a tightening around her mouth. This shift suggests a transition from neutrality to a more focused or contemplative state. Her gaze remains directed off-screen, but her head tilts slightly downward, further emphasizing her concentration. Throughout the video, her facial expressions and body language convey a sense of thoughtful engagement, transitioning from initial relaxation to a more serious and focused demeanor."
Ses01F_script03_2_F033,xxx,F,left,241.2519,244.1269,utterance_clips/Session1/Ses01F_script03_2/Ses01F_script03_2_F033.avi,"The woman begins with a neutral expression, her mouth corners slightly upturned, suggesting a relaxed demeanor. Her gaze is directed off-screen to the right, indicating engagement with something outside the frame. She sits with her head tilted slightly to the right, maintaining a relaxed posture. As she speaks, her facial expressions shift subtly; her mouth moves naturally with speech, and her eyebrows remain relatively neutral. Her head tilts and nods slightly, emphasizing points in her conversation. There's a slight tension around her mouth when she speaks, reflecting concentration. Later, her expression becomes more animated, with more pronounced mouth movements and subtle eyebrow raises, indicating increased engagement. Her gaze remains consistent, focused on the unseen subject. Towards the end, her expression softens, and a brief smile appears, marked by a slight upturn of her mouth corners, suggesting a positive reaction to the ongoing interaction. Throughout the video, her body language remains relaxed, with minimal movement beyond the subtle head nods and tilts. The overall impression is of a woman engaged in a calm yet attentive conversation, with her expressions evolving from neutral to more animated and finally to a brief moment of warmth."
Ses01F_script03_2_F034,ang,F,left,246.5557,251.6118,utterance_clips/Session1/Ses01F_script03_2/Ses01F_script03_2_F034.avi,"The woman begins with a neutral expression, her mouth corners slightly downturned, and her gaze directed off-screen to the right. Her head is tilted slightly to the right, and she remains relatively still, suggesting a passive engagement with something outside the frame. As the video progresses, her expression shifts subtly; her mouth corners turn upwards into a small smile, indicating a transition from neutrality to a more positive affect. This change is accompanied by a slight nodding motion of her head, reinforcing the impression of agreement or acknowledgment. Her gaze remains consistent, focused on the same off-screen point, while her body language stays relaxed and still, with no significant movement beyond the head nod. The subtle smile, combined with the head nod, suggests a shift towards a more engaged and positive emotional state, possibly in response to an interaction or thought process occurring off-camera."
Ses01F_script03_2_F035,ang,F,left,256.48,260.4175,utterance_clips/Session1/Ses01F_script03_2/Ses01F_script03_2_F035.avi,"The woman begins with a neutral expression, her mouth corners slightly downturned, and her gaze directed off-screen to the right. Her head is tilted slightly to the right, and she remains relatively still, suggesting a passive engagement with something outside the frame. As the video progresses, her expression shifts subtly; her mouth corners turn upwards into a small smile, indicating a transition from neutrality to a more positive affect. This change is accompanied by a slight nodding motion of her head, reinforcing the impression of agreement or acknowledgment. Her eyebrows remain relaxed throughout, further contributing to the overall sense of calmness and subtle positivity. The combination of the upward-turning mouth corners, the nodding head, and the consistent gaze direction suggests an evolving emotional state that moves from neutral to mildly positive. The lack of significant body movement emphasizes the subtlety of these expressions and the focus on her facial cues."
Ses01F_script03_2_F036,ang,F,left,262.89,271.72,utterance_clips/Session1/Ses01F_script03_2/Ses01F_script03_2_F036.avi,"The woman begins with a neutral expression, her mouth corners slightly downturned, and her gaze directed off-screen to the right. Her head is tilted slightly to the right, and she remains relatively still, suggesting a passive engagement with something outside the frame. As the video progresses, her expression shifts subtly; her eyebrows furrow slightly, indicating a growing sense of concern or seriousness. This change is accompanied by a slight tightening around her mouth, further emphasizing her serious demeanor. She continues to look off-screen, maintaining her head tilt. Later, her expression softens slightly, and a subtle smile emerges, indicated by a slight upturn of her mouth corners. This suggests a transition from a serious or concerned state to a more relaxed and possibly amused or content mood. Throughout the video, her body language remains largely static, with minimal movement beyond the slight head tilt and the implied facial expressions. The overall impression is of a woman initially engaged in thought or listening, then becoming more serious, and finally relaxing into a mild positive affect."
Ses01F_script03_2_F037,ang,F,left,272.73,283.08,utterance_clips/Session1/Ses01F_script03_2/Ses01F_script03_2_F037.avi,"The woman begins with a neutral expression, her mouth corners slightly downturned, and her gaze directed off-screen to the right. Her head is tilted slightly to the right, and she remains relatively still, suggesting a passive engagement with something outside the frame. As she speaks, her mouth moves, and her teeth become briefly visible. Her eyebrows remain neutral throughout, showing no significant change in angle. She blinks naturally, and her body language is relaxed, with minimal movement. Later, her expression shifts subtly; her mouth corners turn upwards into a slight smile, indicating a transition from neutrality to a more positive affect. This change coincides with a slight nod of her head, reinforcing the impression of agreement or acknowledgment. Her gaze continues to be directed off-screen, but the slight smile suggests a shift in her emotional state towards a more positive or agreeable feeling. The lighting remains dim and reddish throughout, casting shadows on her face and making some details difficult to discern. Overall, the woman's facial expressions, head movements, and body language suggest an initial neutral state that transitions to a more positive and engaged demeanor as she speaks."
Ses01F_script03_2_F038,ang,F,left,287.295,292.72,utterance_clips/Session1/Ses01F_script03_2/Ses01F_script03_2_F038.avi,"The woman begins with a neutral expression, her mouth corners slightly downturned, suggesting a serious demeanor. Her gaze is directed off-screen to the right, indicating she is engaged in conversation with someone unseen. She maintains a relatively still posture, with minimal body movement, reinforcing the impression of focused attention. As the video progresses, her facial expressions shift subtly; her mouth corners turn upwards briefly, hinting at a fleeting smile. This change coincides with a slight nod of her head, suggesting agreement or acknowledgment during the conversation. Her eyebrows remain neutral throughout, showing no significant changes in angle. The combination of her steady gaze, minimal body movement, and subtle facial changes suggests an initial neutral state that transitions to a more engaged and responsive demeanor, punctuated by a brief moment of positive emotion. The overall impression is of a woman actively participating in a conversation, with her expressions reflecting attentiveness and a momentary positive reaction."
Ses01F_script03_2_F039,ang,F,left,294.63,296.62,utterance_clips/Session1/Ses01F_script03_2/Ses01F_script03_2_F039.avi,"The woman begins with a neutral expression, her mouth corners slightly downturned, and her gaze directed downwards. Her head is tilted slightly to the right, and she remains relatively still, suggesting a contemplative or pensive mood. As the video progresses, her facial expressions shift subtly; her mouth corners turn upwards into a small smile, indicating a transition from neutrality to a more positive emotion. This change is accompanied by a slight nodding motion of her head, reinforcing the impression of agreement or acknowledgment. Her gaze also shifts towards the camera, suggesting increased engagement with the viewer. Throughout the video, her body language remains relaxed, with minimal movement, further emphasizing the calm and thoughtful nature of her demeanor. The combination of the upward turn of her mouth corners, the nodding head, and the direct gaze towards the camera all contribute to the interpretation of a shift from a neutral to a more positive emotional state."
Ses01F_script03_2_F040,ang,F,left,297.03,315.46,utterance_clips/Session1/Ses01F_script03_2/Ses01F_script03_2_F040.avi,"The woman begins with a neutral expression, her mouth corners slightly upturned, suggesting a relaxed demeanor. As she speaks, her facial expressions shift to reflect engagement and thoughtfulness, with subtle eyebrow raises and slight head tilts indicating active listening and processing of information. Her gaze alternates between looking directly forward and glancing to the side, reflecting her focus on the conversation. She uses hand gestures to emphasize points, adding dynamism to her communication. Her body language remains relatively still, with occasional shifts in posture that suggest comfort and ease. Towards the end, her expression softens into a brief smile, marked by a slight upturn of her mouth corners, conveying a sense of satisfaction or agreement with what is being discussed. This transition from neutrality to engagement and back to a positive conclusion is supported by the combination of her facial expressions, head movements, and body language."
Ses01F_script03_2_M000,xxx,M,right,3.1785,6.24,utterance_clips/Session1/Ses01F_script03_2/Ses01F_script03_2_M000.avi,"The individual begins with a neutral expression, characterized by relaxed facial muscles and a forward-facing head posture. As the video progresses, there is a subtle shift towards frustration, indicated by slight furrowing of the brows and a tightening around the mouth. This is accompanied by a downward gaze and a slight head tilt, suggesting contemplation or internal focus. The individual's body language remains relatively still, with minimal movement, reinforcing a sense of contained emotion. Towards the end, a brief smile emerges, marked by upturned mouth corners and a slight raising of the eyebrows, indicating a transition to a more positive emotional state. Throughout the video, the individual's gaze alternates between looking down and briefly glancing upwards, reflecting moments of reflection and engagement with an unseen audience. The combination of these facial expressions, head movements, and gaze patterns suggests a complex emotional journey from neutrality through frustration to a fleeting moment of positivity."
Ses01F_script03_2_M001,neu,M,right,9.56,16.0125,utterance_clips/Session1/Ses01F_script03_2/Ses01F_script03_2_M001.avi,"The individual begins with a neutral expression, characterized by relaxed facial muscles and a steady gaze directed slightly to the right. As the video progresses, there is a subtle shift towards a more pensive demeanor, indicated by a slight furrowing of the brow and a more focused gaze. This pensive state is further emphasized by a slight head tilt to the right, suggesting contemplation. The individual's body language remains relatively still, with minimal movement, reinforcing a sense of calm introspection. Towards the end, a brief smile emerges, marked by a slight upturn of the mouth corners, indicating a transition from pensiveness to a momentary feeling of contentment or satisfaction. Throughout the video, the individual maintains a consistent posture, with no significant changes in body position or gestures beyond the subtle head tilt and the fleeting smile. The overall emotional arc transitions from neutrality to pensiveness, culminating in a brief moment of contentment."
Ses01F_script03_2_M002,neu,M,right,18.66,23.04,utterance_clips/Session1/Ses01F_script03_2/Ses01F_script03_2_M002.avi,"The individual begins with a neutral expression, characterized by relaxed facial muscles and a steady gaze directed slightly to the right. As the video progresses, there is a subtle shift towards a more engaged demeanor, marked by slight head tilts and nods, indicating active listening or agreement. This engagement is further emphasized by hand gestures that accompany speech, suggesting an attempt to communicate effectively. The mouth corners remain mostly neutral but occasionally curve upwards, hinting at a mild positive affect or a polite smile. Towards the end, the individual's expression returns to a more neutral state, with relaxed facial muscles and a steady gaze, maintaining a calm and composed demeanor throughout the interaction. The combination of these facial expressions, head movements, and body language suggests a transition from neutrality to engagement and back to neutrality, reflecting a thoughtful and attentive emotional state."
Ses01F_script03_2_M003,xxx,M,right,25.71,29.87,utterance_clips/Session1/Ses01F_script03_2/Ses01F_script03_2_M003.avi,"The individual begins with a neutral expression, characterized by relaxed facial muscles and a forward-facing head posture. As the video progresses, there is a subtle shift towards a more engaged demeanor, marked by slight upward turns of the mouth corners and occasional eyebrow raises. This change suggests an increase in interest or engagement with the conversation. The individual's gaze remains directed off-screen, indicating focus on another person or object not visible in the frame. Throughout the video, the person exhibits minimal body movement, maintaining a relatively still posture that underscores a calm and composed presence. Towards the end, the individual's expression returns to a neutral state, with relaxed facial muscles and a steady gaze, suggesting a conclusion to the interaction. The combination of these facial expressions, head movements, and body language indicates a transition from neutrality to engagement and back to neutrality, reflecting a thoughtful and attentive emotional state throughout the video."
Ses01F_script03_2_M004,neu,M,right,34.21,38.44,utterance_clips/Session1/Ses01F_script03_2/Ses01F_script03_2_M004.avi,"The individual begins with a neutral expression, indicated by relaxed facial muscles and a steady gaze. As the video progresses, there is a subtle shift towards a more engaged demeanor, marked by slight head tilts and nods, suggesting active listening or agreement. This engagement is further emphasized by a brief smile, characterized by upturned mouth corners, indicating a positive emotional response. The smile appears to be a reaction to something said or heard, reflecting a momentary increase in happiness or amusement. Throughout the video, the individual's body language remains relatively still, with minimal movement, reinforcing a calm and composed presence. The overall emotional arc transitions from neutrality to engagement and then to a brief moment of happiness, driven by subtle facial expressions and head movements."
Ses01F_script03_2_M005,fru,M,right,42.25,47.12,utterance_clips/Session1/Ses01F_script03_2/Ses01F_script03_2_M005.avi,"The individual begins with a neutral expression, characterized by relaxed facial muscles and a steady gaze directed slightly to the right. As the video progresses, there is a subtle shift towards a more pensive state, indicated by a slight furrowing of the brow and a more focused gaze. This pensive expression is maintained for a period before transitioning to a brief smile, marked by a slight upturn of the mouth corners. Throughout these changes, the head remains relatively still, with only minor tilts and nods accompanying the speech. The body language remains consistent, with minimal movement aside from the subtle shifts in posture and the facial expressions described. The overall emotional arc begins neutrally, moves to a thoughtful state, and concludes with a fleeting moment of positivity."
Ses01F_script03_2_M006,xxx,M,right,48.16,49.95,utterance_clips/Session1/Ses01F_script03_2/Ses01F_script03_2_M006.avi,"The individual begins with a neutral expression, characterized by relaxed facial muscles and a steady gaze directed slightly to the right. As the video progresses, there is a subtle shift towards a more engaged demeanor, marked by slight upward turns of the mouth corners and a gentle nodding motion of the head. This suggests an increasing level of interest or agreement with what is being discussed. The individual's eyebrows remain relatively neutral throughout, indicating a lack of strong negative emotions like anger or sadness. The overall impression is one of calm engagement, transitioning from a neutral starting point to a more attentive and positive state. The combination of these facial expressions, head movements, and body language suggests a thoughtful and responsive interaction, possibly in a conversational setting."
Ses01F_script03_2_M007,ang,M,right,52.67,55.2693,utterance_clips/Session1/Ses01F_script03_2/Ses01F_script03_2_M007.avi,"The individual begins with a neutral expression, characterized by relaxed facial muscles and a steady gaze directed slightly to the right. As the video progresses, subtle changes occur: the mouth corners turn upwards briefly, suggesting a fleeting smile that hints at amusement or mild happiness. This is accompanied by slight head tilts and nods, indicating engagement and responsiveness. The eyebrows remain relatively neutral throughout, with no significant furrowing or raising. The body language remains relaxed, with minimal movement, reinforcing a calm demeanor. The overall emotional arc transitions from neutral to a brief moment of positive affect before returning to neutrality. The key indicators include the upward turn of the mouth corners and the accompanying head movements, which suggest a shift towards a more engaged and mildly positive emotional state."
Ses01F_script03_2_M008,xxx,M,right,60.8262,64.8857,utterance_clips/Session1/Ses01F_script03_2/Ses01F_script03_2_M008.avi,"The individual begins with a neutral expression, characterized by relaxed facial muscles and a forward gaze. As the video progresses, there is a subtle shift towards a more engaged demeanor, marked by slight upward turns of the mouth corners and a more focused gaze. This change suggests an increase in interest or engagement. Later, the individual's expression returns to neutral, indicating a return to a baseline emotional state. Throughout these transitions, the head remains relatively still, with only minor tilts and nods accompanying speech. The body language remains consistent, with minimal movement beyond what is necessary for speaking. The overall emotional arc moves from neutral to engaged and back to neutral, reflecting a dynamic yet controlled interaction."
Ses01F_script03_2_M009,fru,M,right,67.06,74.01,utterance_clips/Session1/Ses01F_script03_2/Ses01F_script03_2_M009.avi,"The individual begins with a neutral expression, characterized by a relaxed mouth and steady gaze. As the video progresses, there is a subtle shift towards a more pensive demeanor, indicated by a slight furrowing of the brow and a downward gaze. This pensive state is further emphasized by a slight head tilt to the right, suggesting contemplation. The individual's body language remains relatively still, with minimal movement, reinforcing a sense of introspection. Towards the end, a brief smile emerges, marked by a slight upturn of the mouth corners, indicating a transition from pensiveness to a more positive emotional state. Throughout the video, the individual maintains a calm and thoughtful presence, with facial expressions and body language reflecting a progression from neutrality through contemplation to a momentary smile."
Ses01F_script03_2_M010,neu,M,right,75.96,78.65,utterance_clips/Session1/Ses01F_script03_2/Ses01F_script03_2_M010.avi,"The individual begins with a neutral expression, characterized by a relaxed mouth and a forward gaze. As the video progresses, there is a subtle shift towards a more serious demeanor, indicated by a slight furrowing of the brow and a downward gaze. This change suggests a transition from neutrality to a more contemplative or focused state. Later, the individual's head tilts slightly downwards, and their gaze follows suit, reinforcing the impression of introspection or concentration. The facial expressions associated with these changes include the initial neutral mouth position, followed by a slight downturn of the mouth corners, which aligns with the shift to seriousness. The eyebrows remain relatively neutral throughout, with no significant raising or frowning. The body language remains consistent, with minimal movement, suggesting a focus on internal thoughts rather than external interaction. The overall emotional arc transitions from neutral to serious, marked by subtle changes in facial expressions and gaze direction, culminating in a thoughtful or concentrated state."
Ses01F_script03_2_M011,neu,M,right,81.38,84.9165,utterance_clips/Session1/Ses01F_script03_2/Ses01F_script03_2_M011.avi,"The individual begins with a neutral expression, characterized by a relaxed mouth and steady gaze. As the video progresses, there is a subtle shift towards frustration, indicated by a slight furrowing of the brow and a tightening around the mouth. This change is accompanied by a head tilt to the right and a downward gaze, suggesting contemplation or internal focus. The individual's body language remains relatively still, with minimal movement, reinforcing a sense of contained emotion. Towards the end, a brief smile emerges, marked by a slight upturn of the mouth corners, indicating a transition to a more positive emotional state. Throughout the video, the facial expressions, head movements, and body language collectively convey an evolving emotional state from neutrality through frustration to a momentary smile."
Ses01F_script03_2_M012,fru,M,right,88.08,94.23,utterance_clips/Session1/Ses01F_script03_2/Ses01F_script03_2_M012.avi,"The individual begins with a neutral expression, characterized by relaxed facial muscles and a steady gaze directed slightly to the right. As he speaks, his mouth corners move dynamically, reflecting the changing sounds and inflections of his speech. His head remains relatively still, with occasional subtle nods and tilts, indicating engagement and emphasis in his communication. He uses hand gestures to accompany his words, adding expressiveness to his delivery. Initially, his demeanor is calm and focused, but as he continues speaking, there's a slight increase in the intensity of his gestures, suggesting a growing enthusiasm or emphasis on certain points. This shift is accompanied by a subtle upturning of his mouth corners, hinting at a positive or engaged emotional state. Towards the end, his expression returns to a more neutral state, though the continued use of hand gestures suggests ongoing engagement with his topic. Overall, the combination of dynamic mouth movements, expressive hand gestures, and subtle head nods conveys an evolving emotional state that transitions from neutral to engaged and enthusiastic before returning to a neutral yet attentive demeanor."
Ses01F_script03_2_M013,fru,M,right,95.99,100.95,utterance_clips/Session1/Ses01F_script03_2/Ses01F_script03_2_M013.avi,"The individual begins with a neutral expression, characterized by relaxed facial muscles and a forward-facing head posture. As the video progresses, there is a subtle shift towards engagement, marked by slight upward turns of the mouth corners and a gaze directed off-screen to the right, suggesting interaction with an unseen person. This engagement is further emphasized by hand gestures that accompany speech, indicating active participation in the conversation. The individual's head remains relatively still, with occasional slight tilts and nods, reinforcing the impression of attentive listening and responding. Towards the end, a brief smile emerges, evidenced by the upturned mouth corners and slightly raised cheeks, signaling a positive emotional response. Throughout the video, the individual maintains a relaxed body language, with no significant tension observed, contributing to an overall impression of calmness and ease. The combination of these facial expressions, head movements, and body language suggests a transition from neutrality to engagement and ultimately to a positive emotional state."
Ses01F_script03_2_M014,ang,M,right,101.9,104.15,utterance_clips/Session1/Ses01F_script03_2/Ses01F_script03_2_M014.avi,"The individual begins with a neutral expression, characterized by relaxed facial muscles and a steady gaze directed slightly to the right. As the video progresses, there is a subtle shift towards a more engaged demeanor, marked by slight head tilts and nods, indicating active listening or agreement. This engagement is further emphasized by the person's gaze shifting between looking directly ahead and glancing down at their hands, suggesting contemplation or thoughtfulness. The body language remains relatively still, with only minor postural adjustments, reinforcing a calm and focused presence. Towards the end, a brief smile emerges, indicated by a slight upturn of the mouth corners, signaling a positive or agreeable response to something said off-camera. Overall, the emotional trajectory transitions from neutrality to engagement and concludes with a hint of positivity."
Ses01F_script03_2_M015,fru,M,right,105.2596,108.2337,utterance_clips/Session1/Ses01F_script03_2/Ses01F_script03_2_M015.avi,"The individual begins with a neutral expression, characterized by relaxed facial muscles and a forward-facing head posture. As the video progresses, there is a subtle shift towards a more pensive demeanor, indicated by slight furrowing of the brows and a downward gaze. This pensive state is further emphasized by a slight tilt of the head to the right, suggesting contemplation. The individual's body language remains relatively still, with minimal movement, reinforcing a sense of introspection. Towards the end, a brief smile emerges, marked by a slight upturn of the mouth corners, indicating a transition from pensiveness to a more positive emotional state. Throughout the video, the individual's gaze remains directed slightly downwards, contributing to the overall impression of thoughtfulness. The combination of these facial expressions, head movements, and body language suggests an evolving emotional state that transitions from neutrality to pensiveness and concludes with a hint of positivity."
Ses01F_script03_2_M016,neu,M,right,111.98,115.33,utterance_clips/Session1/Ses01F_script03_2/Ses01F_script03_2_M016.avi,"The individual begins with a neutral expression, characterized by relaxed facial muscles and a steady gaze directed slightly to the right. As the video progresses, subtle changes occur: the mouth corners turn slightly downwards, indicating a shift towards a more serious or contemplative mood. This is accompanied by a slight furrowing of the eyebrows, suggesting concentration or mild concern. The head remains relatively still, with only minor tilts and nods, reinforcing the impression of focused attention. The body language is minimal, with no significant gestures or postural shifts, further emphasizing the internalized nature of the emotional transition. The overall demeanor suggests an initial neutrality that gradually gives way to a more thoughtful or concerned state, reflected in the subtle facial cues and consistent gaze direction."
Ses01F_script03_2_M017,xxx,M,right,119.7,122.89,utterance_clips/Session1/Ses01F_script03_2/Ses01F_script03_2_M017.avi,"The individual begins with a neutral expression, characterized by relaxed facial muscles and a steady gaze directed slightly to the right. As the video progresses, subtle changes occur: the mouth corners turn upwards briefly, suggesting a fleeting smile that hints at amusement or mild happiness. This is accompanied by slight head tilts and nods, indicating engagement or agreement with what is being said. The eyebrows remain relatively neutral throughout, showing no significant furrowing or raising. The overall body language remains relaxed, with minimal movement, reinforcing a calm and composed demeanor. The transition from neutrality to a brief smile suggests a shift towards a more positive emotional state, possibly in response to the conversation's content. The combination of these facial expressions, head movements, and body language creates an impression of a thoughtful and engaged individual, with a momentary touch of warmth or amusement."
Ses01F_script03_2_M018,neu,M,right,126.1529,129.135,utterance_clips/Session1/Ses01F_script03_2/Ses01F_script03_2_M018.avi,"The individual begins with a neutral expression, characterized by relaxed facial muscles and a steady gaze directed slightly to the right. As the video progresses, there is a subtle shift towards a more engaged demeanor, marked by slight upward turns of the mouth corners and a more focused gaze. This change suggests an increase in interest or engagement with the subject matter being discussed. The head remains relatively still, with occasional small nods and tilts that indicate active listening and processing of information. The body language is primarily static, with minimal movement beyond these subtle head gestures, suggesting a calm and attentive presence. Towards the end, the individual's expression returns to a neutral state, with relaxed facial muscles and a steady gaze, indicating a return to a baseline emotional state after the period of increased engagement.

In the beginning, the facial expressions include a neutral mouth position and a steady gaze, reflecting a calm and composed demeanor. As the video continues, the slight upward turn of the mouth corners and the focused gaze suggest a transition to a more engaged emotional state. The head remains mostly still, with only minor movements like nods and tilts, reinforcing the impression of attentiveness. The body language, characterized by minimal movement and a static posture, supports the interpretation of a calm and focused presence. The final return to a neutral expression, with relaxed facial muscles and a steady gaze, indicates a return to a baseline emotional state after the period of increased engagement."
Ses01F_script03_2_M019,neu,M,right,130.05,131.42,utterance_clips/Session1/Ses01F_script03_2/Ses01F_script03_2_M019.avi,"The individual begins with a neutral expression, characterized by relaxed facial muscles and a steady gaze directed slightly upwards. As the video progresses, there is a subtle shift towards a more pensive state, indicated by a slight furrowing of the brow and a more focused gaze. This pensive expression is maintained for a period before transitioning to a brief smile, marked by a slight upturn of the mouth corners. Throughout these changes, the head remains relatively still, with only minor tilts and nods accompanying the speech. The body language remains consistent, with minimal movement aside from the subtle shifts in posture and the facial expressions described. The overall emotional arc begins neutrally, moves to a thoughtful state, and concludes with a momentary positive expression."
Ses01F_script03_2_M020,ang,M,right,132.31,137.4,utterance_clips/Session1/Ses01F_script03_2/Ses01F_script03_2_M020.avi,"The individual begins with a neutral expression, characterized by relaxed facial muscles and a forward-facing head posture. As the video progresses, there is a subtle shift towards a more serious demeanor, indicated by a slight furrowing of the brow and a tightening of the lips. This change suggests an increase in focus or concentration. Later, the individual's mouth corners turn upwards slightly, hinting at a brief smile that softens the previous seriousness. Throughout these transitions, the person maintains a relatively still body posture, with minimal movement, reinforcing the impression of a focused and controlled emotional state. The combination of these facial expressions, head movements, and body language suggests a progression from neutrality to seriousness, followed by a momentary lightening of mood."
Ses01F_script03_2_M021,ang,M,right,140.8379,144.03,utterance_clips/Session1/Ses01F_script03_2/Ses01F_script03_2_M021.avi,"The individual begins with a neutral expression, characterized by relaxed facial muscles and a forward-facing head posture. As the video progresses, there is a subtle shift towards a more engaged demeanor, marked by slight upward turns of the mouth corners and a gaze directed off-screen to the right. This suggests an increasing level of interest or focus on something outside the frame. The individual's eyebrows remain relatively neutral throughout, indicating a lack of strong negative emotions like anger or sadness. The head tilts slightly to the right, reinforcing the impression of attentiveness. The body language remains relatively still, with only minor hand gestures accompanying speech, suggesting a calm and controlled delivery. Towards the end, the individual briefly smiles, indicated by a slight upturn of the mouth corners, which adds a touch of warmth to the otherwise neutral expression. Overall, the emotional arc transitions from neutral to engaged, with a brief moment of positive affective display."
Ses01F_script03_2_M022,ang,M,right,145.67,152.95,utterance_clips/Session1/Ses01F_script03_2/Ses01F_script03_2_M022.avi,"The individual begins with a neutral expression, characterized by relaxed facial muscles and a steady gaze directed slightly to the right. As he speaks, his mouth corners turn upwards, indicating a shift towards a more positive or engaged emotional state. This change is accompanied by subtle head nods and tilts, suggesting active listening or agreement. His eyebrows remain relatively neutral throughout, without significant furrowing or raising. Later, his expression returns to neutral, with a slight downturn of the mouth corners, possibly reflecting a return to a more contemplative or thoughtful state. The overall body language remains relaxed, with minimal movement beyond the head nods and tilts. The combination of these facial expressions, head movements, and body language suggests an initial neutral state that transitions to engagement or positivity during speech, followed by a return to neutrality."
Ses01F_script03_2_M023,ang,M,right,157.82,161.54,utterance_clips/Session1/Ses01F_script03_2/Ses01F_script03_2_M023.avi,"The individual begins with a neutral expression, characterized by relaxed facial muscles and a forward-facing head posture. As the video progresses, there is a subtle shift towards a more engaged demeanor, indicated by slight upward turns of the mouth corners and a gaze directed slightly upwards and to the right. This suggests a transition from neutrality to mild engagement or interest. The individual's eyebrows remain relatively neutral throughout, without significant furrowing or raising. The head remains mostly still, with only minor tilts and nods, reinforcing the impression of focused attention. The body language is relaxed, with minimal movement, suggesting a calm and attentive state. The combination of these facial expressions, head movements, and body language indicates an evolving emotional state that moves from neutral to mildly engaged, possibly reflecting curiosity or contemplation."
