utterance_id,emotion,speaker_gender,crop_side,start,end,path,vlm_analysis,paligemma_emotion
Ses02F_impro06_M001,neu,M,right,15.7633,20.64,utterance_clips/Session2/Ses02F_impro06/Ses02F_impro06_M001.avi,"The video features a young adult male seated in a director's chair at the center of the frame, wearing a green t-shirt and a watch on his left wrist. He has short brown hair and light stubble. Initially, he is engaged in conversation, with his gaze directed off-screen to his right. His expression is neutral, with occasional subtle smiles. As he speaks, his mouth moves naturally, and he occasionally nods his head slightly. His hands make small, subtle gestures while he talks. Following this, his expression shifts to one of engagement as he continues speaking, with his mouth corners turning upwards into a more pronounced smile. He maintains a relatively still posture throughout, with slight head tilts and turns accompanying his speech. His eyebrows remain relaxed, and his overall demeanor suggests active participation in the conversation.

In the background, two other individuals are partially visible: one standing near the door and another seated to the right of the speaker. The standing individual appears to be a young adult male with short dark hair, but further details are difficult to discern due to limited visibility. The seated individual is largely obscured, making it impossible to determine their appearance or actions. The lighting in the room is even and moderately bright, coming from overhead fluorescent lights. The camera remains static, focused on the",neutral
Ses02F_impro06_M002,neu,M,right,20.77,23.33,utterance_clips/Session2/Ses02F_impro06/Ses02F_impro06_M002.avi,"The video features a young adult male with short brown hair, wearing a green t-shirt and khaki shorts, seated in a director's chair. He is engaged in conversation, as indicated by his mouth movements and subtle facial expressions. Initially, he maintains a neutral expression, but as he speaks, his eyebrows raise slightly, suggesting engagement or interest. His gaze shifts between looking directly at the camera and glancing down or to the side, indicating thoughtfulness or reflection. He occasionally nods subtly, emphasizing points in his dialogue. His body language remains relatively still, with minor hand gestures accompanying his speech. The man's overall demeanor suggests a thoughtful and engaged state, with his facial expressions and body language reflecting active participation in the conversation.

In the background, another individual is partially visible, standing near a door marked ""EXIT."" Due to limited visibility, details about this person's appearance and actions cannot be determined. The scene takes place in a room with plain walls and overhead fluorescent lighting. The camera remains static throughout the clip, focusing on the seated man.",neutral
Ses02F_impro06_M003,neu,M,right,24.56,25.89,utterance_clips/Session2/Ses02F_impro06/Ses02F_impro06_M003.avi,"The video features a young adult male with short brown hair, wearing a green t-shirt and a watch on his left wrist, seated in a director's chair. He is engaged in conversation, initially displaying a neutral expression. As he speaks, his mouth moves, and his teeth become briefly visible. His gaze shifts between looking directly at the camera and glancing down or to the side. He occasionally nods his head slightly while talking, indicating agreement or emphasis. His eyebrows remain relatively neutral throughout, without significant raising or furrowing. The corners of his mouth turn upwards into a subtle smile as he continues speaking, suggesting a shift towards a more positive or engaged emotional state. This change in expression coincides with his speech, reflecting a connection between verbal communication and emotional expression. His body language remains relaxed, with minimal movement aside from the slight head nods and the natural motions associated with speaking. The overall impression is one of casual engagement in a conversation, with his facial expressions and body language subtly shifting to reflect his thoughts and reactions. In the background, two other individuals are partially visible but too obscured for detailed observation. The lighting in the room is even and moderately bright, coming from overhead fluorescent lights.",neutral
Ses02F_impro06_M004,neu,M,right,33.11,40.3,utterance_clips/Session2/Ses02F_impro06/Ses02F_impro06_M004.avi,"The video features a young adult male with light brown, medium-length, slightly wavy hair and visible sideburns, seated in a director's chair. He is wearing a green t-shirt and khaki pants, with a watch on his left wrist. Initially, he maintains a neutral expression, looking off-screen to his right, with his head slightly tilted downwards. As he begins to speak, his mouth corners turn upwards into a subtle smile, and his teeth become briefly visible. His eyebrows remain relatively neutral throughout, with no significant furrowing or raising. He makes small hand gestures while speaking, and his head nods subtly, indicating engagement in the conversation. His gaze shifts between looking down and towards someone off-screen to his right. The overall impression is one of relaxed engagement, as he appears comfortable and at ease in the setting.

In the background, two other individuals are partially visible: one standing and another sitting, though their details are obscured due to limited visibility. The standing individual is wearing a red shirt, but further details are difficult to discern. The seated individual in the background is largely obscured, making it impossible to determine any attributes. The scene takes place in a room with plain walls and fluorescent lighting, remaining static with no camera movement.",happy
Ses02F_impro06_M005,neu,M,right,43.34,50.1,utterance_clips/Session2/Ses02F_impro06/Ses02F_impro06_M005.avi,"The video features a young adult male with short brown hair, wearing a green t-shirt and a wristwatch, seated in a director's chair on the left side of the frame. He is engaged in conversation, his gaze directed off-screen to his right. His facial expression remains relatively neutral throughout, with subtle shifts as he speaks. His mouth moves naturally with his words, and his eyebrows occasionally furrow slightly, indicating concentration or thoughtfulness. He makes small hand gestures while talking, emphasizing points in the conversation. His head remains mostly still, with occasional slight nods and turns towards the person he is addressing. The man's overall demeanor suggests engagement and attentiveness in the discussion.

In the background, another individual with short dark hair is partially visible, standing near a door. This person's actions and expressions are difficult to discern due to limited visibility. The scene takes place in a dimly lit room, with the camera remaining static, focused on the seated man. The lighting is even but somewhat dim, making it challenging to observe finer details of both individuals' appearances.",neutral
Ses02F_impro06_M006,neu,M,right,55.58,57.9644,utterance_clips/Session2/Ses02F_impro06/Ses02F_impro06_M006.avi,"The video features a young adult male with light brown hair, wearing a green t-shirt and a wristwatch, seated in a director's chair on the left side of the frame. He is engaged in conversation, his gaze directed off-screen to his right. His facial expression remains relatively neutral throughout, with subtle mouth movements indicating he is talking. His head stays mostly still, facing slightly right, with occasional slight tilts and nods as he speaks. He maintains a relaxed posture, with minimal body movement aside from these small head motions. The man's overall demeanor suggests a calm and focused engagement in the conversation.

In the background, another young adult male with short dark hair stands near a door, wearing a red shirt. He is looking down at something in his hands, remaining stationary with his head tilted downwards, suggesting he is occupied with an activity. Due to the distance and limited visibility, further details about his facial expressions or actions are difficult to discern.

A third individual, partially obscured by the camera angle, sits with their back to the viewer, making it impossible to determine their appearance or actions. This person remains static, with no visible interaction with the others in the scene.

The setting is a room with plain walls and fluorescent lighting, creating a somewhat dim atmosphere. The camera remains",neutral
Ses02F_impro06_M007,neu,M,right,59.12,68.5,utterance_clips/Session2/Ses02F_impro06/Ses02F_impro06_M007.avi,"The video features a young adult male with medium-length brown hair, wearing a green t-shirt and a watch on his left wrist, seated in a director's chair. He is engaged in conversation, as indicated by his mouth movements and subtle hand gestures. His gaze shifts between looking directly at the camera and glancing to the side, suggesting he is addressing an interviewer or audience off-screen. Initially, his expression is neutral, but as he speaks, his eyebrows raise slightly, indicating engagement or emphasis. He occasionally nods subtly, reinforcing his points. His mouth corners turn upwards into a slight smile when he emphasizes certain words, reflecting a positive or agreeable tone. Later, his expression returns to neutral as he continues speaking. The man's overall demeanor suggests active participation in the conversation, with his facial expressions and body language conveying engagement and responsiveness.

In the background, another young adult male with short dark hair stands near a door, wearing a red shirt. He remains relatively still, with his head turned slightly towards the speaker, indicating attentiveness. His facial expressions are difficult to discern due to the distance and lighting, but his posture suggests he is listening intently. The standing man's consistent posture and focused attention indicate he is primarily a listener in this interaction.

A third individual, partially obscured",neutral
Ses02F_impro06_M008,neu,M,right,70.82,76.17,utterance_clips/Session2/Ses02F_impro06/Ses02F_impro06_M008.avi,"The video features a young adult male with medium-length brown hair, wearing a green t-shirt and khaki pants, seated in front of a microphone. He is engaged in conversation, maintaining a generally neutral expression with subtle shifts towards engagement or thoughtfulness. His gaze is directed off-camera to his right, suggesting he is addressing someone not visible in the frame. Throughout the video, he speaks, with his mouth moving naturally with his words. His eyebrows remain relatively neutral, occasionally raising slightly during moments of emphasis or thought. He uses hand gestures while speaking, adding visual emphasis to his words. His head remains mostly still, with occasional slight tilts and nods, indicating active listening and participation in the conversation. The overall demeanor suggests a thoughtful and engaged state, with his facial expressions and body language reflecting a focused interaction.

In the background, another individual stands near a door, partially obscured by the camera angle. This person's actions and expressions are difficult to discern due to limited visibility. A third individual is seated further back, but their features are also largely obscured, making it challenging to analyze their behavior or emotional state. The scene takes place in a room with plain walls and fluorescent lighting, creating an evenly lit environment. The camera remains static throughout the video, focusing on the speaking man in",neutral
Ses02F_impro06_M009,neu,M,right,88.4296,99.1347,utterance_clips/Session2/Ses02F_impro06/Ses02F_impro06_M009.avi,"The video features two young men in a room with plain walls and fluorescent lighting. The primary focus is on a man seated in front of a microphone, wearing a green t-shirt and khaki pants. He has short brown hair and light stubble, and he wears a watch on his left wrist. Initially, he maintains a neutral expression, but as he begins to speak, his mouth corners turn slightly upwards into a subtle smile, suggesting engagement or mild amusement. His gaze shifts between looking directly at the camera and glancing down or to the side, indicating thoughtfulness or reflection. He talks throughout the video, with his lips moving in sync with his words. His head remains relatively still, facing forward, with occasional slight tilts and nods, particularly when emphasizing points. He uses hand gestures while speaking, though they are not fully visible due to the camera angle. His eyebrows remain mostly neutral, with occasional slight raises coinciding with moments of emphasis in his speech. His overall demeanor suggests a calm and focused state, with subtle expressions and gestures indicating active participation in the conversation.

In contrast, another man is partially obscured by a door frame, making it difficult to discern many details about his appearance. He seems to be wearing a dark-colored shirt, but his actions and expressions are largely",neutral
Ses02F_impro06_M010,neu,M,right,100.7536,107.0617,utterance_clips/Session2/Ses02F_impro06/Ses02F_impro06_M010.avi,"The video features a young adult male seated in a director's chair on the left side of the frame, engaged in conversation. He wears a green t-shirt and khaki pants, with a watch visible on his left wrist. His medium-length brown hair is slightly wavy, and he has light stubble. The man maintains a generally neutral expression, occasionally shifting to a more serious demeanor as he speaks. His gaze is primarily directed towards someone off-screen, presumably an interviewer, though he occasionally glances down or to the side. Throughout the video, he talks continuously, with his mouth moving naturally with his words. He uses hand gestures while speaking, emphasizing points in the conversation. His head remains relatively still, with occasional slight nods and tilts, indicating active listening and engagement. His eyebrows remain mostly neutral but occasionally furrow slightly when he becomes more serious. The corners of his mouth are generally neutral, sometimes turning upwards into a subtle smile, particularly when he seems engaged or amused by the conversation. His overall body language suggests attentiveness and involvement in the discussion.

In contrast, another individual is partially visible in the background, seated at a desk, but their features are largely obscured, making detailed observation difficult. This person remains largely static throughout the video, with limited visibility preventing further",neutral
Ses02F_impro06_M011,neu,M,right,122.2578,130.86,utterance_clips/Session2/Ses02F_impro06/Ses02F_impro06_M011.avi,"The video features a young adult male with medium-length brown hair, wearing a green t-shirt and khaki pants, seated in a director's chair. He is clean-shaven and has no visible accessories. Initially, he maintains a neutral expression, his gaze directed slightly downwards and to his right, as if focused on something off-screen. His hands rest in his lap, and he remains relatively still. As he begins to speak, his mouth moves, and his teeth become briefly visible. His eyebrows remain relaxed, and there are no significant changes in his facial expression beyond the movement associated with talking. He continues to sit calmly, with minimal body movement, suggesting a calm and focused demeanor. His overall expression remains neutral throughout, indicating a lack of strong emotional display.

In the background, another individual, possibly female, is partially visible but too obscured by distance and lighting to discern details about their appearance or actions. The limited visibility prevents a detailed analysis of this individual's expressions, body language, or behavior. The scene takes place in a room with plain walls and fluorescent lighting, remaining static with no camera movement.",neutral
Ses02F_impro06_M012,neu,M,right,132.59,138.25,utterance_clips/Session2/Ses02F_impro06/Ses02F_impro06_M012.avi,"The video features a young adult male with short brown hair and light stubble, seated on the left side of the frame in a dimly lit room. He is wearing a green t-shirt and a watch on his left wrist. His gaze is directed slightly to the right, off-camera, as he engages in conversation with someone unseen. Initially, his expression is neutral, but as he speaks, his mouth corners turn upwards into a subtle smile, suggesting a positive or agreeable response. His eyebrows remain relatively neutral throughout, without significant furrowing or raising. He makes small hand gestures while talking, emphasizing points in the conversation. His head remains mostly still, with occasional slight turns towards the person he's addressing. The man's overall demeanor suggests engagement and attentiveness in the conversation. His facial expressions shift from neutral to subtly smiling, indicating a positive emotional response. This change is associated with the upward movement of his mouth corners and the relaxed state of his eyebrows. His body language, including hand gestures and slight head movements, reinforces his active participation in the discussion. The combination of these facial actions and body language suggests an overall positive and engaged emotional state.",neutral
Ses02F_impro06_M013,neu,M,right,138.68,153.21,utterance_clips/Session2/Ses02F_impro06/Ses02F_impro06_M013.avi,"The video features a young adult male with light brown, medium-length wavy hair and visible sideburns, seated in a director's chair. He wears a green t-shirt and khaki pants, with a watch on his left wrist. The man is engaged in conversation, as indicated by subtle mouth movements. His gaze shifts between looking directly forward and slightly to the right, suggesting he is addressing someone off-camera. His expression remains neutral throughout, with no significant changes in eyebrow position or mouth shape. He maintains a relatively still posture, with minimal body movement, primarily using small hand gestures while speaking. His head remains mostly upright, with occasional slight tilts and nods, indicating active listening and engagement in the conversation. The man's overall demeanor suggests attentiveness and focus on the interaction.

In the background, a second individual, a young adult female with dark hair tied back in a ponytail, is partially visible. She appears to be seated at a desk, though her actions and expressions are difficult to discern due to limited visibility. Her presence adds context to the scene but does not significantly impact the primary subject's emotional state or actions. The setting is a moderately lit room, possibly an office or meeting space, with a static camera angle focused on the man in the foreground.",neutral
Ses02F_impro06_M014,neu,M,right,158.59,160.82,utterance_clips/Session2/Ses02F_impro06/Ses02F_impro06_M014.avi,"The video features a young adult male with medium-length brown hair, wearing a green t-shirt and a watch on his left wrist, seated in a chair facing slightly to the right. He is engaged in conversation, as indicated by his mouth movements. His expression remains neutral throughout, with no significant changes in facial expressions such as brow furrowing or lip tension. His gaze is directed towards someone off-screen to his right, suggesting he is actively listening or responding to another person. He maintains a relatively still posture, with minimal body movement, and his head remains mostly static, indicating focused attention. The man's overall demeanor suggests attentiveness and engagement in the conversation.

In the background, a second individual, possibly female, is partially visible but largely obscured, making it difficult to discern details about their appearance or actions. This person seems to be seated, but their position and limited visibility prevent a thorough analysis of their behavior or emotional state. The scene takes place in a dimly lit room, with the camera remaining static, focusing primarily on the speaking man. The lighting is even, though somewhat subdued, contributing to the overall impression of a casual, informal setting.",neutral
Ses02F_impro06_M015,neu,M,right,164.25,172.35,utterance_clips/Session2/Ses02F_impro06/Ses02F_impro06_M015.avi,"The video features a young adult male seated in a director's chair at the center of the frame, wearing a green t-shirt and khaki pants. He has short, slightly wavy brown hair and light stubble. His gaze is directed off-screen to his right, indicating he is engaged with someone or something outside the immediate view. Initially, his expression is neutral, but as he begins to speak, his mouth corners turn upwards into a subtle smile, suggesting a shift towards a more positive emotional state. This change in expression is accompanied by slight eyebrow raises, further emphasizing his engagement and interest in the conversation.

Throughout the video, he maintains a relatively still posture, with his hands clasped in front of him on the table. His head remains mostly upright, with occasional slight tilts and nods, indicating active listening and participation in the discussion. The subtle smile, coupled with the raised eyebrows and consistent gaze direction, suggests a pleasant and engaged demeanor. His body language, characterized by minimal movement and a steady posture, reinforces the impression of focused attention.

In the background, two other individuals are partially visible—one standing near a door and another seated at a desk. However, due to limited visibility and distance, their facial expressions and actions cannot be clearly discerned. The overall scene suggests",neutral
Ses02F_impro06_M016,neu,M,right,175.43,177.5861,utterance_clips/Session2/Ses02F_impro06/Ses02F_impro06_M016.avi,"The video features a young adult male seated in a director's chair, wearing a green t-shirt and khaki pants. He has short brown hair and light stubble, with a watch visible on his left wrist. Initially, he maintains a neutral expression, looking slightly to the right of the camera. As he begins to speak, his mouth corners turn upwards into a subtle smile, indicating engagement or agreement. His eyebrows remain relatively neutral throughout, without significant furrowing or raising. He uses hand gestures while speaking, emphasizing points in his conversation. His head remains mostly still, facing forward, with occasional slight tilts and nods. The man's gaze shifts between the camera and something off-screen to his right as he speaks. His facial expressions transition from neutral to engaged, marked by the upturned mouth corners and subtle smiles. His body language is characterized by hand gestures and slight head movements, suggesting active participation in the conversation. The overall impression is one of a relaxed yet attentive individual engaged in dialogue. In the background, another young adult male stands near a door, but due to distance and lighting, details about his appearance are difficult to discern. The standing man remains largely static, with limited visibility making it challenging to analyze his actions or expressions. The scene takes place in a dimly",neutral
Ses02F_impro06_M017,neu,M,right,179.23,187.37,utterance_clips/Session2/Ses02F_impro06/Ses02F_impro06_M017.avi,"The video features a young adult male seated in a director's chair, wearing a green t-shirt and khaki pants. He has short, curly brown hair and is clean-shaven with visible sideburns. A watch adorns his left wrist. His gaze is directed off-screen to his right, indicating engagement with someone or something outside the frame. Throughout the video, he maintains a neutral expression, occasionally showing subtle smiles that suggest a relaxed and engaged demeanor. His mouth moves as he speaks, with slight upturns at the corners when smiling, and his eyebrows remain relatively neutral without significant furrowing or raising.

His body language is primarily static, with minimal movement aside from subtle hand gestures accompanying his speech. These gestures, though not overly animated, contribute to an impression of active participation in the conversation. His head remains mostly still, facing slightly towards the right side of the frame, with occasional small nods and tilts, further reinforcing his attentiveness. The overall impression is one of calm engagement, with his facial expressions and body language suggesting a relaxed yet attentive state. The setting is a room with plain walls and fluorescent lighting, and the camera remains stationary throughout the video.",neutral
Ses02F_impro06_M018,neu,M,right,196.5253,210.6666,utterance_clips/Session2/Ses02F_impro06/Ses02F_impro06_M018.avi,"The video captures a young adult male seated in a director's chair, wearing a green t-shirt and khaki pants. He has short brown hair and is clean-shaven, with no visible accessories. His gaze is directed off-screen to his right, indicating he is engaged in conversation with someone unseen. Initially, his expression is neutral, but as he begins speaking, his mouth corners turn slightly upwards into a subtle smile, suggesting a positive or agreeable response. His eyebrows remain relatively neutral throughout, without significant furrowing or raising. He uses hand gestures while speaking, emphasizing points in the conversation. His head remains mostly still, facing forward, with occasional slight tilts and nods, further indicating active listening and engagement. The man's overall demeanor suggests a relaxed yet attentive state, characterized by subtle shifts in facial expressions and body language that reflect his engagement in the conversation.

In the background, another young adult male stands near a door, wearing a red shirt. Due to the distance and lighting, details about his appearance are difficult to discern. He remains standing, possibly gesturing with one arm raised, though the specifics are unclear due to limited visibility. His actions suggest he might be involved in the conversation, perhaps as a participant or listener, but his facial expressions and precise actions cannot be",neutral
Ses02F_impro06_M019,neu,M,right,212.8076,217.7894,utterance_clips/Session2/Ses02F_impro06/Ses02F_impro06_M019.avi,"The video features a young adult male with short brown hair, wearing a green t-shirt and a watch on his left wrist, seated in a chair. He is engaged in conversation, maintaining a generally neutral expression with occasional subtle smiles. His gaze shifts between looking directly at the camera and glancing down or to the side as he speaks. His mouth moves naturally with his words, and his teeth are occasionally visible. He uses hand gestures while speaking, emphasizing points in the conversation. His head remains relatively still, facing forward, with slight nods and tilts accompanying his speech. The man's overall demeanor suggests engagement and attentiveness, with brief moments of cheerfulness indicated by the slight upturns of his mouth corners when smiling. His body language, including hand gestures and head movements, reinforces his active participation in the discussion.

In the background, another individual with dark hair is partially visible, but details about their appearance and actions are difficult to discern due to limited visibility. This person remains largely static, with no clear facial expressions or body language discernible. The scene takes place in a room with plain walls and fluorescent lighting, remaining static throughout the video without noticeable camera movement.",neutral
Ses02F_impro07_F000,xxx,F,left,9.1738,13.9432,utterance_clips/Session2/Ses02F_impro07/Ses02F_impro07_F000.avi,"The video features a young adult female with shoulder-length blonde hair styled in a loose updo, positioned centrally against a plain background. She is wearing a light-colored sleeveless top and dark pants. Her face is round, and she has a normal-sized nose with a rounded tip. Initially, her expression is neutral, but as she begins to speak, her mouth corners turn upwards into a smile, revealing her teeth briefly. This smile suggests a positive or cheerful emotional state. Her gaze shifts between looking directly at the camera and glancing downwards, possibly at something off-screen. She makes subtle hand gestures while speaking, though they are not fully visible. Her head remains relatively still, facing forward, with occasional slight tilts. The lighting on her face is dim, casting some shadows, which makes it difficult to discern finer details like eye color and skin tone. Throughout the video, her eyebrows remain relaxed, and there are no significant changes in their angle. Her overall demeanor is calm and composed, with minimal body movement aside from the subtle hand gestures accompanying her speech. The combination of her smile, direct gaze, and relaxed facial muscles contributes to an impression of engagement and positivity.",happy
Ses02F_impro07_F001,exc,F,left,17.275,19.55,utterance_clips/Session2/Ses02F_impro07/Ses02F_impro07_F001.avi,"A young adult woman with shoulder-length brown hair, wearing a baseball cap and a watch on her left wrist, is centered in the frame against a plain background. She is sitting, possibly on a chair or bench, and initially has a neutral expression. As she begins to speak, her mouth corners turn upwards into a smile, revealing her teeth briefly. Her eyebrows remain relatively neutral throughout. She uses hand gestures while speaking, emphasizing her points with slight head nods and tilts. Her gaze shifts between looking directly at the camera and glancing down or to the side as she speaks. The smile suggests a positive or cheerful emotional state, reinforced by her engaged body language and animated speech. Her overall demeanor indicates active participation in the conversation. The lighting is even but somewhat dim, making it difficult to discern finer details like skin texture or eye color.",happy
Ses02F_impro07_F002,exc,F,left,20.46,22.93,utterance_clips/Session2/Ses02F_impro07/Ses02F_impro07_F002.avi,"A young adult woman with shoulder-length blonde hair is seated in the center of the frame against a plain background. She wears a baseball cap and a pink sleeveless top, with a watch visible on her left wrist. Her gaze is directed towards the camera, maintaining consistent eye contact throughout. Initially, she exhibits a neutral expression, but as she begins to speak, her mouth corners turn upwards into a smile, suggesting a cheerful demeanor. Her facial expressions shift between neutral and cheerful as she continues talking, reflecting engagement with her topic. She uses hand gestures while speaking, emphasizing points or illustrating ideas, and occasionally nods her head slightly for emphasis or agreement. Her body language remains relatively still, primarily focused on her communication. The lighting is even and moderately bright, coming from a frontal source. The overall impression is one of a casual yet engaged speaker, communicating directly with the viewer.",neutral
Ses02F_impro07_F003,exc,F,left,22.94,28.74,utterance_clips/Session2/Ses02F_impro07/Ses02F_impro07_F003.avi,"The video features a young adult East Asian woman with shoulder-length brown hair styled in a loose updo, sitting against a plain background. She is wearing a pink tank top and dark pants, accessorized with small, light-colored earrings and a watch on her left wrist. Her face is round, with almond-shaped eyes and double eyelids, and she has a natural makeup look. Initially, her expression is neutral as she looks directly at the camera. As she begins to speak, her mouth corners turn upwards into a smile, revealing her teeth briefly. Her eyebrows remain relatively neutral throughout, with subtle raises coinciding with her speech. She uses hand gestures while speaking, moving her hands outwards and then bringing them together, emphasizing points in her conversation. Her head remains mostly still, facing forward, with slight tilts and nods accompanying her words. Her gaze shifts slightly downwards before returning to the camera. The overall impression is one of engagement and a positive emotional state, conveyed through her smiling expression, animated hand gestures, and direct gaze. Her speech is accompanied by visible lip movements and jaw motion, indicating active communication. The combination of her smile, hand gestures, and direct gaze suggests an engaged and positive interaction with the viewer.",happy
Ses02F_impro07_F004,exc,F,left,28.75,29.95,utterance_clips/Session2/Ses02F_impro07/Ses02F_impro07_F004.avi,"A young adult woman with light brown or blonde hair pulled back into a ponytail is centered in the frame against a plain background. She wears a pink sleeveless top and a dark headband. Her face is round, and she has narrow lips. Initially, her expression is neutral, but as she begins to speak, her mouth corners turn upwards into a smile, revealing her teeth briefly. Her eyebrows remain relatively neutral throughout. She uses hand gestures while speaking, moving her hands outwards and then bringing them together. Her head remains mostly still, facing forward, with occasional slight tilts and nods. Her gaze shifts between looking directly at the camera and glancing slightly downwards. As she continues speaking, her expression becomes more animated, reflecting engagement and enthusiasm. Her speech is accompanied by dynamic facial expressions, including smiles and subtle eyebrow movements. The overall impression is one of a person actively communicating, using both verbal and non-verbal cues to express herself. The lighting is even and frontal, though somewhat dim, making it difficult to discern finer details like eye color and skin tone.",happy
Ses02F_impro07_F005,exc,F,left,29.97,31.0789,utterance_clips/Session2/Ses02F_impro07/Ses02F_impro07_F005.avi,"The video features a young adult female with shoulder-length blonde hair, wearing a light-colored headband and a pink tank top. She is seated in a chair against a plain background, initially looking down at her lap with a neutral expression. Her gaze then shifts forward as she begins to speak, accompanied by subtle hand gestures. As she speaks, her mouth corners turn slightly upwards into a small smile, indicating engagement or mild amusement. Her eyebrows remain relatively neutral throughout, with no significant furrowing or raising. Her head remains mostly still, facing forward, with slight tilts and nods accompanying her speech. The overall demeanor suggests a calm and focused state, with her body language remaining relaxed and composed. The lighting is even but somewhat dim, making it difficult to discern finer details like eye color and skin tone. The scene remains static, with no camera movement or changes in the background.",happy
Ses02F_impro07_F006,exc,F,left,31.0983,33.0,utterance_clips/Session2/Ses02F_impro07/Ses02F_impro07_F006.avi,"A young adult female with light brown or blonde hair pulled back into a ponytail sits in a chair against a plain background. She wears a pink tank top and has several bracelets on her left wrist. Her gaze is directed slightly upwards and to the right, off-camera. Initially, she appears relaxed, with a neutral expression and mouth corners slightly upturned. As she begins to speak, her facial expressions become more animated. Her eyebrows raise slightly, and her eyes widen, conveying engagement and interest. She uses hand gestures while speaking, emphasizing her points with fluid movements. Her head remains relatively still but occasionally tilts slightly as she speaks. Her mouth moves dynamically, forming words, and her teeth are briefly visible at times. The corners of her mouth shift between neutral and slightly upturned positions as she continues talking. Her overall demeanor suggests a focused and engaged state, possibly explaining something or sharing information. The lighting is dim, casting subtle shadows on her face.",surprise
Ses02F_impro07_F007,exc,F,left,34.45,40.6076,utterance_clips/Session2/Ses02F_impro07/Ses02F_impro07_F007.avi,"The video features a young adult female with shoulder-length blonde hair styled in a loose updo, wearing a dark headband adorned with small, light-colored embellishments. She is seated centrally against a plain background, dressed in a pink sleeveless top and dark pants. Her face is oval-shaped with a rounded chin, and she maintains a generally neutral expression throughout the video. Her gaze is directed towards the camera, indicating engagement with an unseen audience or interviewer.

Initially, her mouth corners are slightly downturned, but they quickly transition to a more neutral position as she begins to speak. Her primary facial action involves talking, evident through her mouth movements and subtle lip parting. She occasionally smiles briefly, causing her mouth corners to turn upwards, suggesting moments of cheerfulness or agreement. These smiles are interspersed with periods of a more neutral expression, reflecting shifts in her emotional state during the conversation.

Her body language is relatively still, with minimal movement aside from hand gestures used for emphasis while speaking. Her head remains mostly upright, with occasional slight tilts and nods, further reinforcing her engagement in the conversation. The hand gestures accompany her speech, adding visual emphasis to her words. Her overall demeanor suggests a calm and composed presence, with brief flashes of positive emotion conveyed through her smiles.",neutral
Ses02F_impro07_F008,exc,F,left,40.63,48.35,utterance_clips/Session2/Ses02F_impro07/Ses02F_impro07_F008.avi,"The video features a young adult female with fair skin and blonde hair styled in a bun or updo, sitting centered against a plain background. She is wearing a pink sleeveless top and dark pants, with light makeup and small earrings. Her gaze is directed slightly downwards, and her expression remains neutral throughout the video. Her mouth corners are slightly downturned, suggesting a pensive or serious demeanor. She engages in subtle lip movements, indicative of talking, while her body remains mostly still, with minimal movement beyond these slight lip motions. Her head stays relatively static, facing forward, with no significant changes in facial expressions, body language, or overall demeanor. The lighting is even and moderately bright, coming from a frontal source, which minimizes shadows on her face. The scene remains unchanged throughout the video, with no camera movement or alterations in the background. The lack of dynamic facial expressions, combined with the downward gaze and minimal body movement, suggests a focused and contemplative state.",happy
Ses02F_impro07_F009,exc,F,left,48.37,52.63,utterance_clips/Session2/Ses02F_impro07/Ses02F_impro07_F009.avi,"A young adult woman with shoulder-length blonde hair, partially covered by a patterned headband, is seated in the center of the frame against a plain, light-colored background. She wears a sleeveless pink top and maintains a generally neutral expression throughout the video. Her gaze is directed towards the camera, indicating she is addressing an audience or interviewer. She speaks continuously, her mouth moving as she forms words, and her teeth are occasionally visible. Her eyebrows remain relatively neutral, with subtle movements coinciding with her speech. She uses hand gestures to emphasize points while speaking, and these gestures vary in intensity and duration. Her head remains mostly still, facing forward, with occasional slight tilts and nods for emphasis or agreement. While her overall demeanor is calm and composed, there are moments where her expression becomes more serious, particularly when discussing certain topics. These shifts in expression are often accompanied by more pronounced hand gestures and a focused gaze. The lighting on her face is even but somewhat dim, making it difficult to discern finer details like skin texture or eye color. The scene remains static, with no camera movement or changes in the background.",neutral
Ses02F_impro07_F010,exc,F,left,52.63,57.8,utterance_clips/Session2/Ses02F_impro07/Ses02F_impro07_F010.avi,"The video features a young adult female with fair skin and blonde hair styled in a loose updo, wearing a thin gold headband adorned with a small flower-like ornament. She is seated centrally against a plain, light-colored backdrop, dressed in a sleeveless pink top and dark pants. Her gaze is directed towards the camera, maintaining consistent eye contact throughout. Initially, her expression is neutral, but as she begins to speak, her mouth corners turn upwards into a subtle smile, suggesting engagement or interest. Her eyebrows remain relatively neutral, with occasional slight raises coinciding with her speech. She uses hand gestures to emphasize points while speaking, and her head remains mostly still, with occasional nods and tilts for emphasis. Her body language is relaxed yet engaged, indicating a comfortable and focused demeanor. The lighting is even and moderately bright, coming from a frontal source, which minimizes shadows on her face. The overall impression is one of a calm and composed individual actively communicating.",neutral
